Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,UConn,6,0,1,1.0000,0.6927,1.0000,0.9817,1.0000,0.9724,0.6256,1.0000,1.0000,1.0000,1.0000,0.8745,1.0000,1.0000,1.0000,0.4720,0.8333,0.5743,0.6561,0.6397,0.9311,0.1891,1.0000
2,Maryland,4,1,1,0.9459,0.7666,0.7426,0.6585,0.6977,0.6906,0.7795,0.7352,0.5995,0.6550,0.8997,0.9430,0.6532,0.6991,0.6059,0.4680,0.6548,0.4797,0.4644,0.5257,0.4773,0.4874,0.7438
3,Notre Dame,5,2,1,0.9499,0.9066,0.7426,0.6372,0.7953,0.8177,0.7538,0.6870,0.6230,0.6352,0.7997,0.6882,0.7137,0.7593,0.6353,0.5280,0.6071,0.4730,0.4567,0.5867,0.5021,0.4748,0.7645
4,S Carolina,4,3,1,0.8639,0.8294,0.6559,0.8110,0.7023,0.6243,0.3538,0.6796,0.7539,0.6888,0.8376,0.8099,0.6411,0.6481,0.7657,0.4200,0.6667,0.4865,0.4835,0.5612,0.4936,0.4874,0.5868
5,Kentucky,1,0,2,0.7322,1.0000,0.6683,0.4207,0.3349,0.2762,0.4615,0.4407,0.5890,0.4650,0.5796,0.6730,0.2903,0.3426,0.4766,0.8000,0.7024,0.7432,0.6853,0.1043,0.1754,0.6597,0.3884
6,Tennessee,3,1,2,0.8597,0.9177,0.5941,0.7927,0.5023,0.7459,0.8564,0.6204,0.7147,0.6340,0.8366,0.8897,0.4798,0.5324,0.6889,0.4000,0.6786,0.6014,0.5495,0.5949,0.4661,0.4832,0.8595
7,Baylor,3,2,2,0.9097,0.8057,0.7698,0.6768,0.7395,0.6077,0.5692,0.7037,0.6963,0.6783,0.9426,0.8175,0.6129,0.6435,0.6832,0.5600,0.7440,0.4527,0.5146,0.8255,0.7512,0.5126,0.5744
8,Florida St,3,3,2,0.8912,0.7026,0.6139,0.6799,0.5581,0.5801,0.4103,0.5444,0.6885,0.5746,0.9044,0.9278,0.5242,0.5185,0.5772,0.5480,0.5238,0.6959,0.4892,0.5060,0.3221,0.3697,0.5455
9,Louisville,2,0,3,0.7322,0.8053,0.5965,0.6677,0.5070,0.3812,0.3692,0.5426,0.6492,0.5559,0.7365,0.7186,0.4274,0.4306,0.4723,0.5160,0.7321,0.8108,0.7006,0.6977,0.5619,0.4538,0.4587
10,Oregon St,1,1,3,0.8571,0.6361,0.5743,0.7287,0.5767,0.7459,0.4103,0.6259,0.5838,0.5793,0.8579,0.6540,0.6331,0.6111,0.7169,0.3560,0.6548,0.1419,0.2822,0.7930,0.5857,0.2479,0.7479
11,Iowa,2,2,3,0.7914,0.8180,0.8144,0.2774,0.6372,1.0000,0.7282,0.6870,0.3037,0.4930,0.4059,0.3954,0.6855,0.7130,0.3558,0.6280,0.7857,0.4527,0.5959,0.7353,0.7173,0.3950,0.6116
12,Arizona St,2,3,3,0.8552,0.6827,0.4703,0.8079,0.5581,0.7238,0.6000,0.5796,0.6204,0.5664,0.7207,0.7034,0.5242,0.5463,0.4946,0.2440,0.6488,0.7095,0.5791,0.5615,0.4395,0.4328,0.6777
13,California,1,0,4,0.7062,0.7598,0.5421,0.5823,0.5674,0.5138,0.2103,0.4796,0.5602,0.4767,0.5910,0.4943,0.5242,0.4907,0.6104,0.5280,0.6012,0.4257,0.4290,0.6559,0.4553,0.2857,0.6529
14,Duke,2,1,4,0.7027,0.9131,0.5594,0.6433,0.5907,0.5414,0.4359,0.5407,0.6178,0.5408,0.9077,0.9202,0.5323,0.5509,0.6476,0.4880,0.4405,0.4797,0.3309,0.5131,0.2741,0.5000,0.7603
15,Stanford,2,2,4,0.6633,0.7798,0.4752,0.6098,0.4651,0.6906,0.6205,0.5907,0.4162,0.4825,0.6167,0.5779,0.4960,0.5046,0.5968,0.2640,0.8155,0.1892,0.4467,0.1148,0.3209,0.3445,0.7314
16,UNC,2,3,4,0.6824,0.8299,0.6881,0.4634,0.4419,0.6133,0.3795,0.5111,0.5550,0.4942,0.5540,0.6122,0.4677,0.4583,0.5038,0.6840,0.6667,0.6689,0.6145,0.4395,0.3575,0.3613,0.4421
