Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,UConn,6,0,1,1.0000,0.7651,1.0000,1.0000,1.0000,0.8030,1.0000,1.0000,1.0000,1.0000,0.8926,0.8112,1.0000,1.0000,0.9473,0.4082,0.7814,0.8264,0.9129,0.7836,0.9615,0.3679,1.0000
2,Baylor,3,1,1,0.9440,0.8169,0.7401,0.8530,0.7867,0.7488,0.3836,0.7168,0.8510,0.7596,0.9748,0.9036,0.6863,0.6737,0.8828,0.4607,0.6284,0.4931,0.5935,0.9532,0.6909,0.5699,0.7155
3,S Carolina,2,2,1,0.9391,0.8732,0.6312,0.8084,0.6622,0.4926,0.3881,0.6684,0.7452,0.6830,0.7188,0.7149,0.6471,0.6610,0.8101,0.3858,0.6230,0.4514,0.5974,0.5662,0.4648,0.8549,0.6034
4,Notre Dame,2,3,1,0.9391,0.9488,0.7995,0.6562,0.8489,0.9507,0.6301,0.7617,0.6274,0.6883,0.6651,0.5743,0.8235,0.8347,0.5884,0.4757,0.6175,0.5069,0.6339,0.7100,0.6037,0.6788,0.5819
5,Texas,3,0,2,0.8782,0.7748,0.5916,0.7874,0.5867,0.5862,0.5068,0.5907,0.7716,0.6468,0.8404,0.8032,0.5529,0.5551,0.6844,0.4532,0.5683,0.6250,0.6235,0.4726,0.3883,0.5699,0.4741
6,Oregon St,4,1,2,0.8601,0.8435,0.4703,0.9003,0.5822,0.6749,0.6941,0.5889,0.7981,0.6574,0.8932,0.6707,0.6196,0.6102,1.0000,0.2734,0.5246,0.0556,0.3066,0.7610,0.4713,0.3679,0.6810
7,Arizona St,1,2,2,0.7735,0.8864,0.3960,0.8241,0.4889,0.5369,0.6575,0.5216,0.6683,0.5585,0.6486,0.6988,0.4824,0.4831,0.4997,0.2285,0.5792,0.7361,0.6954,0.7601,0.4787,0.4145,0.5991
8,Maryland,1,3,2,0.8816,0.7423,0.8738,0.6798,0.8444,0.9064,0.7215,0.8066,0.6635,0.7319,1.0000,0.9558,0.8235,0.8093,0.6851,0.5094,0.5956,0.3542,0.4847,0.6638,0.5865,0.3834,0.7112
9,UCLA,2,0,3,0.7337,0.9361,0.6411,0.5827,0.4667,0.5369,0.5205,0.5354,0.6082,0.5404,0.5408,0.7229,0.4157,0.4237,0.6217,0.5618,0.6995,0.5000,0.6801,0.3187,0.3966,0.5285,0.4397
10,Louisville,1,1,3,0.7803,0.7930,0.6040,0.7113,0.5911,0.5369,0.6256,0.6546,0.5769,0.6000,0.6465,0.8313,0.5804,0.5890,0.4028,0.3446,0.6120,0.7569,0.7234,0.6915,0.5105,0.5337,0.4397
