Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,S Carolina,,0,1,1.0000,0.8997,0.8636,0.7727,0.8065,0.7542,0.5373,0.7744,0.8364,0.8890,0.9233,0.2921,0.6884,0.6745,0.9809,0.5914,0.8044,0.3874,0.6195,0.3723,0.5100,0.6569,0.7750
2,Maryland,,1,1,0.8878,0.8994,0.9171,0.7443,0.8280,0.8101,0.5569,0.7563,0.8232,0.8687,0.8117,0.3596,0.7492,0.7117,0.7425,0.7204,0.6982,0.8252,0.8752,0.5372,0.5353,0.4902,0.4900
3,Baylor,,2,1,0.9974,0.7318,0.8717,0.8665,0.9892,1.0000,0.4353,0.8231,0.9815,1.0000,0.9774,0.2674,0.8258,0.7695,0.9708,0.5753,0.8037,0.5830,0.7764,0.8190,0.8481,0.4951,0.5950
4,Oregon,,3,1,0.9284,0.8946,0.9786,0.6960,1.0000,0.9050,0.8471,1.0000,0.6385,0.9567,0.8355,0.2876,0.9959,0.9699,0.7268,0.3602,0.9366,0.4114,0.7245,0.7487,1.0000,0.4804,0.8800
5,UCLA,,0,2,0.8878,0.7369,0.6390,0.6051,0.3871,0.3575,0.6902,0.6101,0.5620,0.6252,0.6338,0.6247,0.3611,0.3688,0.6199,0.4247,0.9672,0.5703,0.8604,0.6339,0.6727,0.5343,0.4050
6,Louisville,,1,2,0.9284,0.8077,0.6390,0.7159,0.7312,0.7151,0.7333,0.6949,0.6834,0.7510,0.7052,0.4449,0.6754,0.6449,0.7556,0.2957,0.6799,0.4896,0.6319,0.5317,0.5018,0.4020,0.6150
7,Stanford,,2,2,0.8569,0.8534,0.6497,0.6619,0.6667,0.7877,0.5137,0.6733,0.5963,0.6901,0.6888,0.4944,0.7046,0.6350,0.7849,0.3763,0.7296,0.2713,0.4935,0.3975,0.4575,0.2696,0.6200
8,UConn,,3,2,0.9248,0.8308,0.7620,0.8466,0.8495,0.9888,0.4902,0.7690,0.8575,0.8958,0.7970,0.3775,0.8613,0.7813,1.0000,0.4140,0.6822,0.4114,0.5812,0.7118,0.6412,0.2549,1.0000
9,NC State,,0,3,0.8878,0.6733,0.5856,0.7528,0.6237,0.7821,0.6118,0.6697,0.6596,0.7199,0.8273,0.4427,0.6857,0.6618,0.8373,0.2903,0.6364,0.2019,0.3706,0.5414,0.4298,0.5147,0.8900
10,Gonzaga,,1,3,0.9642,0.6382,0.4973,0.8977,0.6667,0.9609,0.6706,0.6227,0.8206,0.7673,0.7933,0.2697,0.6421,0.6265,0.8648,0.1720,0.5684,0.5804,0.6232,0.7197,0.4756,0.5147,0.6800
11,Miss St,,2,3,0.8569,0.8026,0.8690,0.6392,0.8280,0.5866,0.5137,0.7076,0.6544,0.7456,0.6427,0.4966,0.6718,0.6486,0.6589,0.6075,0.7937,0.7678,0.9259,0.2486,0.4449,0.5931,0.4000
12,Northeastern,,3,3,0.4228,0.6738,0.3182,0.4659,0.4409,0.4302,0.3922,0.3628,0.3377,0.3248,0.4072,0.3775,0.4327,0.4337,0.3940,0.3763,0.1673,0.6082,0.4126,0.5418,0.1495,0.7206,0.3500
13,Oregon St,,0,4,0.7496,0.8969,0.6684,0.7017,0.7688,0.8101,0.5569,0.7094,0.5699,0.7037,0.8770,0.4000,0.7816,0.7371,0.9472,0.2097,0.5882,0.0000,0.1952,0.7095,0.5201,0.4559,0.7650
14,Arizona,,1,4,0.8138,0.6902,0.5080,0.7926,0.6290,0.6704,0.8941,0.5758,0.7018,0.6712,0.4294,0.5685,0.6367,0.6548,0.7362,0.2796,0.6066,0.6397,0.7239,0.4407,0.3693,0.5980,0.5400
15,Iowa,,2,4,0.8138,0.8240,1.0000,0.3438,0.8817,0.8380,0.7647,0.7202,0.3588,0.6035,0.5159,0.4449,0.9000,0.9106,0.5606,0.5161,0.5218,0.3098,0.3681,0.9870,0.6086,0.7794,0.6300
16,DePaul,,3,4,0.8569,0.6794,0.9385,0.3125,0.5484,0.6536,0.8941,0.7184,0.3905,0.6184,0.4511,0.7843,0.6281,0.6049,0.3185,0.8495,0.8663,0.7703,1.0000,0.7277,0.7109,0.3578,0.4650
17,Princeton,,0,5,0.9928,0.6104,0.6070,1.0000,0.5108,0.6145,0.5843,0.6426,1.0000,0.8742,0.9053,0.2225,0.5079,0.4868,0.9165,0.2957,0.8296,0.7666,0.8610,0.6100,0.5750,0.4755,0.7550
