Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,UConn,4,0,1,0.9969,0.9019,1.0000,0.8133,1.0000,1.0000,0.8195,1.0000,1.0000,1.0000,0.8209,0.6471,1.0000,1.0000,1.0000,0.6609,0.8274,0.5263,0.7909,0.6908,1.0000,0.3169,1.0000
2,Notre Dame,6,1,1,0.9698,1.0000,0.8941,0.3795,0.8333,0.8060,0.7594,0.8064,0.5860,0.6630,0.6864,0.7197,0.7448,0.7727,0.5742,0.6996,0.7381,0.3632,0.5602,0.4782,0.6352,0.5574,0.8341
3,Miss St,5,2,1,1.0000,0.7719,0.7907,0.7229,0.6714,0.9055,0.7218,0.8483,0.8093,0.8064,0.6310,0.6436,0.6820,0.7136,0.6499,0.4807,0.9167,0.5947,0.8580,0.3406,0.7088,0.6011,0.6682
4,Louisville,4,3,1,0.9720,0.8223,0.6770,0.7018,0.7381,0.8159,0.7444,0.7385,0.8000,0.7341,0.6658,0.6090,0.7197,0.7227,0.7079,0.4850,0.6905,0.5421,0.6699,0.4752,0.5629,0.3934,0.6066
5,S Carolina,3,0,2,0.8437,0.8099,0.6382,0.5783,0.6952,0.6667,0.5752,0.6567,0.6860,0.6238,0.7077,0.6747,0.6234,0.6591,0.7700,0.5451,0.6607,0.2526,0.4102,0.3797,0.4402,0.7596,0.6872
6,Oregon,3,1,2,0.9123,0.7859,0.8243,0.5060,0.8238,0.9652,0.7556,0.8822,0.6140,0.7243,0.6592,0.6125,0.8787,0.8864,0.6446,0.4936,0.7619,0.2947,0.5364,0.6191,0.7534,0.4426,0.7725
7,Texas,2,2,2,0.8376,0.8018,0.7804,0.4910,0.6857,0.6667,0.5752,0.6647,0.7140,0.6434,0.7982,0.7543,0.6276,0.6045,0.5758,0.7554,0.7024,0.4947,0.6114,0.3222,0.4752,0.2678,0.6256
8,Baylor,2,3,2,0.9937,0.7654,0.9199,0.7319,0.8571,0.8109,0.6278,0.8703,0.9209,0.8787,1.0000,0.8581,0.7531,0.7636,0.9730,0.6738,0.7976,0.3263,0.5415,0.5672,0.7727,0.5246,0.7156
9,Florida St,1,0,3,0.8243,0.8429,0.7881,0.4849,0.6143,0.7214,0.6353,0.7465,0.6419,0.6556,0.7650,0.8166,0.6192,0.6318,0.5850,0.6266,0.7738,0.4053,0.5972,0.2983,0.4918,0.5082,0.6303
10,Ohio State,1,1,3,0.8063,0.9034,0.8915,0.2801,0.6048,0.7313,0.6842,0.7485,0.5419,0.6042,0.4924,0.4948,0.6444,0.6318,0.4983,0.7682,0.9107,0.3632,0.7119,0.1860,0.5888,0.3115,0.7583
11,UCLA,3,2,3,0.8063,0.8608,0.6460,0.5090,0.4857,0.6567,0.6053,0.6607,0.6233,0.5931,0.6644,0.7820,0.4770,0.4727,0.5298,0.5279,0.8333,0.4526,0.6795,0.4843,0.6192,0.3934,0.5118
12,Tennessee,1,3,3,0.7912,0.8699,0.7003,0.4849,0.5857,0.4975,0.5526,0.5768,0.7372,0.6017,0.7076,0.6886,0.5314,0.5636,0.7348,0.7554,0.5952,0.3737,0.4460,0.4548,0.3897,0.7432,0.7678
13,Georgia,1,0,4,0.8243,0.6922,0.4264,0.6867,0.4143,0.4527,0.4586,0.4212,0.8605,0.5711,0.5605,0.5882,0.3766,0.3500,0.8092,0.5794,0.6250,0.5579,0.6540,0.5919,0.4441,0.2896,0.4076
14,Texas A&M,2,1,4,0.7526,0.8646,0.7028,0.3584,0.6048,0.7711,0.8195,0.7106,0.4860,0.5515,0.7499,0.7855,0.5481,0.6136,0.5022,0.5622,0.7560,0.2263,0.4432,0.2378,0.4263,0.7650,0.8009
15,NC State,2,2,4,0.7752,0.7982,0.4212,0.6988,0.3476,0.5224,0.4135,0.4750,0.7744,0.5588,0.7681,0.6401,0.3766,0.4000,0.7195,0.4764,0.6607,0.3947,0.4926,0.4668,0.3647,0.6940,0.7156
