Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,S Carolina,2,0,1,1,0.9209709286,0.8474842767,0.8306878307,0.9289617486,0.9719101124,0.3412322275,0.9150579151,1,1,0.8876404494,0.8698224852,0.8114035088,0.7692307692,1,0.6907216495,0.8535031847,0.3551912568,0.62881052,0.5848484848,0.7553956835,0.3735632184,0.775
2,Texas,2,1,1,0.877593361,0.8758114592,0.7385444744,0.7780890134,0.9344262295,0.7865168539,0.4454976303,0.8706563707,0.8481375358,0.8957475995,0.8595505618,0.899408284,0.7412280702,0.742081448,0.5555555556,0.5463917526,0.7961783439,0.693989071,0.8547519426,0.4545454545,0.6043165468,0.6609195402,0.5875
3,Iowa,2,2,1,0.8744813278,0.9477843635,1,0.3451602863,0.9617486339,0.8876404494,0.7962085308,1,0.5042979943,0.8230452675,0.7415730337,0.6183431953,1,1,0.432748538,0.8092783505,0.8152866242,0.2732240437,0.5295875672,0.8666666667,0.8848920863,0.5804597701,0.6875
4,USC,2,3,1,0.8329875519,0.9963307931,0.591868823,0.6486150016,0.5409836066,0.7415730337,0.63507109,0.7123552124,0.6618911175,0.6941015089,0.606741573,0.6538461538,0.548245614,0.5746606335,0.5321637427,0.4536082474,0.872611465,0.4153005464,0.6778242678,0.5545454545,0.6115107914,0.5402298851,0.5583333333
5,Notre Dame,2,0,2,0.8060165975,0.8944397403,0.6931716083,0.6915655151,0.7049180328,0.7078651685,0.7251184834,0.722007722,0.8452722063,0.7887517147,0.6629213483,0.7218934911,0.6052631579,0.628959276,0.6842105263,0.6855670103,0.7643312102,0.5519125683,0.7441721458,0.5121212121,0.5467625899,0.5057471264,0.7458333333
6,Stanford,2,1,2,0.8423236515,0.9596387242,0.6540880503,0.7422969188,0.7431693989,0.702247191,0.7582938389,0.8571428571,0.7020057307,0.8161865569,0.9438202247,0.8520710059,0.701754386,0.7013574661,0.783625731,0.3659793814,0.847133758,0.131147541,0.4064554692,0.7484848485,0.7913669065,0.3333333333,0.8458333333
7,UCLA,2,2,2,0.7987551867,1,0.6599281222,0.6928104575,0.6721311475,0.5842696629,0.6208530806,0.7664092664,0.7507163324,0.7750342936,1,0.9112426036,0.6271929825,0.6244343891,0.5789473684,0.5206185567,0.7133757962,0.3879781421,0.4811715481,0.7181818182,0.5971223022,0.3505747126,0.4208333333
8,Ohio State,1,3,2,0.8267634855,0.9697996049,0.7068733154,0.5966386555,0.7650273224,0.7191011236,0.4834123223,0.7451737452,0.7191977077,0.7448559671,0.3820224719,0.5147928994,0.7324561404,0.7239819005,0.4035087719,0.6701030928,0.7898089172,0.7103825137,0.9300657501,0.7060606061,0.6834532374,0.5172413793,0.4791666667
9,Oregon St,2,0,3,0.765560166,0.9381879763,0.5238095238,0.720821662,0.737704918,0.7584269663,0.4881516588,0.7046332046,0.6618911175,0.6886145405,0.7471910112,0.5414201183,0.7368421053,0.7058823529,0.7953216374,0.3195876289,0.7324840764,0,0.2402869097,0.8424242424,0.6978417266,0.2816091954,0.8083333333
10,NC State,2,1,3,0.8112033195,0.94383291,0.5725516622,0.7158418923,0.5573770492,0.5561797753,0.5829383886,0.6544401544,0.7908309456,0.7146776406,0.702247191,0.5887573964,0.5043859649,0.5248868778,0.783625731,0.5360824742,0.8535031847,0.2349726776,0.5134488942,0.396969697,0.5251798561,0.5,0.9
11,LSU,2,2,3,0.8423236515,0.7665819927,0.8618598383,0.6364768129,0.7650273224,0.5449438202,0.6398104265,0.8397683398,0.8567335244,0.877914952,0.9382022472,1,0.6052631579,0.6696832579,0.6842105263,0.8505154639,0.7707006369,0.5737704918,0.7435744172,0.4696969697,0.5107913669,0.9655172414,0.6791666667
12,UConn,2,3,3,0.8475103734,0.9268981089,0.7291105121,0.8313103019,0.9453551913,0.7808988764,0.6398104265,0.8745173745,0.899713467,0.9231824417,0.7247191011,0.624260355,0.8640350877,0.8416289593,0.7426900585,0.5206185567,0.8089171975,0.5081967213,0.7316198446,0.796969697,0.8489208633,0.3448275862,0.7833333333
13,Indiana,2,0,4,0.8215767635,0.8704487722,0.6996855346,0.5904139434,1,1,0.5639810427,0.8397683398,0.5873925501,0.7489711934,0.6179775281,0.4378698225,0.9692982456,0.9411764706,0.485380117,0.5154639175,0.7324840764,0.306010929,0.5110579797,0.7424242424,0.7338129496,0.4367816092,0.6416666667
14,Gonzaga,2,1,4,0.9056016598,0.6390064917,0.7385444744,0.7158418923,0.8633879781,0.9887640449,0.8672985782,0.9633204633,0.6676217765,0.8751714678,0.8595505618,0.8550295858,0.8815789474,0.8778280543,0.5204678363,0.3659793814,0.7707006369,0.4316939891,0.6019127316,0.8909090909,0.8273381295,0.3505747126,0.7416666667
15,Kansas St,1,2,4,0.7728215768,0.893875247,0.5352650494,0.79178338,0.7103825137,0.5,0.3744075829,0.6254826255,0.8681948424,0.731138546,0.6235955056,0.5088757396,0.6535087719,0.6199095023,0.7368421053,0.5051546392,0.7197452229,0.4480874317,0.617453676,0.9212121212,0.7050359712,0.2701149425,0.6083333333
16,Virginia Tech,1,3,4,0.765560166,0.8569009314,0.5938903863,0.6626206038,0.6721311475,0.6966292135,0.7298578199,0.7934362934,0.5845272206,0.7146776406,0.7640449438,0.7041420118,0.7105263158,0.6832579186,0.6140350877,0.3659793814,0.821656051,0.1584699454,0.4178123132,0.6606060606,0.6978417266,0.1379310345,0.5791666667
17,Oklahoma,1,0,5,0.6991701245,0.9325430426,0.6403863432,0.4397759104,0.5409836066,0.5224719101,0.4265402844,0.6023166023,0.6160458453,0.5939643347,0.6797752809,0.7159763314,0.548245614,0.520361991,0.5380116959,0.8402061856,0.6624203822,0.3661202186,0.4775851763,1,0.6330935252,0.1896551724,0.5708333333
18,Utah,1,1,5,0.6763485477,0.9294383291,0.6664420485,0.6613756614,0.8142076503,0.797752809,0.6161137441,0.832046332,0.6418338109,0.7695473251,0.7640449438,0.6538461538,0.8771929825,0.8371040724,0.4561403509,0.4329896907,0.7006369427,0.4316939891,0.5612671847,0.9121212121,0.7482014388,0.1896551724,0.8125
19,Colorado,2,2,5,0.6991701245,0.9774202653,0.6098382749,0.6013071895,0.7267759563,0.7528089888,0.5402843602,0.7200772201,0.6189111748,0.6790123457,0.6516853933,0.6301775148,0.6754385965,0.6606334842,0.3859649123,0.5103092784,0.7515923567,0.4863387978,0.6455469217,0.8575757576,0.7194244604,0.3333333333,0.4708333333
20,Baylor,2,3,5,0.765560166,0.8569009314,0.5947888589,0.7298474946,0.6448087432,0.6123595506,0.4265402844,0.6486486486,0.8452722063,0.7366255144,0.7640449438,0.7278106509,0.6359649123,0.6018099548,0.5906432749,0.6391752577,0.6242038217,0.5901639344,0.6335923491,0.8575757576,0.5755395683,0.2298850575,0.6708333333
21,Nebraska,1,0,6,0.6545643154,0.8896415467,0.5622192273,0.5782757547,0.5355191257,0.6348314607,0.5497630332,0.6891891892,0.553008596,0.6255144033,0.7865168539,0.7366863905,0.5833333333,0.5882352941,0.432748538,0.4742268041,0.7070063694,0.3278688525,0.4572624029,0.8272727273,0.5827338129,0.4310344828,0.6666666667
22,Tennessee,1,1,6,0.5985477178,0.9858876658,0.6201707098,0.4154995331,0.5628415301,0.5337078652,0.6303317536,0.6583011583,0.4813753582,0.5692729767,0.6797752809,0.7396449704,0.5350877193,0.556561086,0.6081871345,0.6649484536,0.7070063694,0.1092896175,0.2827256426,0.5575757576,0.4676258993,0.5114942529,0.8541666667
23,Louisville,0,2,6,0.7168049793,0.8975444539,0.5664869721,0.6196700903,0.6830601093,0.5561797753,0.63507109,0.6737451737,0.6332378223,0.6529492455,0.7134831461,0.7958579882,0.5789473684,0.6199095023,0.3918128655,0.5309278351,0.6305732484,0.5792349727,0.6329946204,0.3696969697,0.3597122302,0.6954022989,0.5416666667
24,Syracuse,1,3,6,0.7582987552,0.7747671465,0.5849056604,0.5487083722,0.4918032787,0.5449438202,0.5971563981,0.6814671815,0.5616045845,0.6241426612,0.6292134831,0.8786982249,0.4736842105,0.479638009,0.5263157895,0.5360824742,0.7515923567,0.4098360656,0.5791990436,0.2484848485,0.3597122302,0.3505747126,0.6791666667
25,Ole Miss,1,0,7,0.7323651452,0.8072255151,0.4636118598,0.7419856832,0.4918032787,0.2247191011,0.3744075829,0.5675675676,0.7679083095,0.6419753086,0.7865168539,0.8875739645,0.3596491228,0.4027149321,0.6315789474,0.4639175258,0.6624203822,0.4918032787,0.5582785415,0.3909090909,0.3237410072,0.7528735632,0.5083333333
26,Iowa St,1,1,7,0.6317427386,0.9435506633,0.590296496,0.466853408,0.7595628415,0.8483146067,0.5545023697,0.6756756757,0.4727793696,0.5775034294,0.797752809,0.5650887574,0.7763157895,0.7556561086,0.5087719298,0.5515463918,0.5414012739,0.07103825137,0.1380753138,0.9575757576,0.5755395683,0.3563218391,0.7416666667
27,Creighton,1,2,7,0.8267634855,0.8148461756,0.5615453729,0.6420790538,0.6393442623,0.7191011236,1,0.7722007722,0.5300859599,0.6735253772,0.5337078652,0.5118343195,0.6842105263,0.6968325792,0.514619883,0.3453608247,0.9044585987,0.2404371585,0.5696353855,0.8090909091,0.8705035971,0.3045977011,0.6083333333
28,Duke,2,3,7,0.6317427386,0.9460908834,0.454851752,0.7861811391,0.6448087432,0.5280898876,0.6872037915,0.5733590734,0.8051575931,0.6639231824,0.691011236,0.7603550296,0.5833333333,0.5791855204,0.6783625731,0.4175257732,0.4777070064,0.5191256831,0.4835624626,0.5606060606,0.3525179856,0.275862069,0.4958333333
29,UNC,1,0,8,0.5985477178,0.8924640135,0.4620395328,0.6576408341,0.5027322404,0.4606741573,0.2606635071,0.5637065637,0.6618911175,0.5884773663,0.5561797753,0.6035502959,0.4473684211,0.4343891403,0.5497076023,0.4690721649,0.8152866242,0.4262295082,0.6569037657,0.3666666667,0.4532374101,0.408045977,0.5708333333
30,Alabama,1,1,8,0.7085062241,0.761783799,0.564690027,0.6613756614,0.5901639344,0.702247191,0.4502369668,0.6776061776,0.6790830946,0.6776406036,0.5786516854,0.7396449704,0.5921052632,0.5972850679,0.5964912281,0.5154639175,0.6751592357,0.4863387978,0.6138673042,0.3727272727,0.3741007194,0.5344827586,0.625
31,W Virginia,1,2,8,0.765560166,0.7959356478,0.5911949686,0.7852474323,0.6666666667,0.5617977528,0.4123222749,0.6409266409,0.9169054441,0.7654320988,0.3764044944,0.5680473373,0.6403508772,0.6380090498,0.4736842105,0.6288659794,0.6624203822,0.9234972678,1,0.5090909091,0.4388489209,0.5517241379,0.4791666667
32,Kansas,1,3,8,0.5985477178,0.94467965,0.4454177898,0.5994397759,0.6229508197,0.5842696629,0.4739336493,0.5984555985,0.5100286533,0.5404663923,0.3820224719,0.4704142012,0.5657894737,0.5882352941,0.485380117,0.3917525773,0.7197452229,0.349726776,0.5505080693,0.1636363636,0.309352518,0.6609195402,0.5833333333
