First 4,Western Ky.,Vermont,BYU,South Fla.,,,,,,,,,,,
0 (South),Kentucky,Iowa St.,VCU,Indiana,Colorado,Baylor,Xavier,Lehigh,Kentucky,Indiana,Baylor,Xavier,Kentucky,Baylor,Kentucky
1 (East),Syracuse,Kansas St.,Vanderbilt,Wisconsin,Cincinnati,Florida St.,Gonzaga,Ohio St.,Syracuse,Wisconsin,Cincinnati,Ohio St.,Syracuse,Ohio St.,Ohio St.
2 (West),Michigan St.,Saint Louis,New Mexico,Louisville,Murray St.,Marquette,Florida,Norfolk St.,Michigan St.,Louisville,Marquette,Florida,Louisville,Florida,Louisville
3 (Midwest),North Carolina,Creighton,South Fla.,Ohio,North Carolina St.,Georgetown,Purdue,Kansas,North Carolina,Ohio,North Carolina St.,Kansas,North Carolina,Kansas,Kansas
Final Four Winners,Kentucky,Kansas,Kentucky,,,,,,,,,,,,
