Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Game,Opp Pts / Game,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
53,S Dakota St,0,2,13,0.7811816193,0.3374880153,0.7716612378,0.5321278657,0.7583892617,0.8392857143,0.8486238532,0.8841607565,0.4322766571,0.7740029542,0.7083333333,0.417721519,0.7675675676,0.7877094972,0.4452554745,0.3459119497,0.8623853211,0.248,0.5243076923,0.4898648649,0.85,0.465437788,0.9588014981
54,Montana,0,3,13,0.8544857768,0.2924256951,0.6599348534,0.5389086212,0.7248322148,0.7380952381,0.871559633,0.7517730496,0.4495677233,0.7001477105,0.453125,0.253164557,0.7297297297,0.7988826816,0.5182481752,0.3333333333,0.6146788991,0.32,0.4756923077,0.4121621622,0.5,0.732718894,0.6479400749
56,Valparaiso,0,0,14,0.8369803063,0.4400767018,0.7003257329,0.6415886342,0.8523489933,0.7380952381,0.7064220183,0.7848699764,0.6023054755,0.7991137371,0.6666666667,0.4767932489,0.8756756757,0.8994413408,0.6350364964,0.4150943396,0.376146789,0.416,0.4024615385,0.527027027,0.42,0.7419354839,0.595505618
58,Harvard,1,1,14,0.7297592998,0.5019175455,0.606514658,0.583144979,0.7919463087,0.8928571429,0.6697247706,0.706855792,0.492795389,0.694239291,0.4479166667,0.2573839662,0.7837837838,0.8379888268,0.4817518248,0.3333333333,0.4495412844,0.488,0.504,0.5675675676,0.44,0.9585253456,0.734082397
57,NWST,0,2,14,0.7866520788,0.3135186961,0.9866449511,0.3480787859,0.677852349,0.3869047619,0.5,0.7517730496,0.5850144092,0.7695716396,0.515625,0.6497890295,0.5837837838,0.5921787709,0.6642335766,1,0.6880733945,0.544,0.6510769231,0.4087837838,0.55,0.5483870968,0.6666666667
55,Davidson,0,3,14,0.8369803063,0.3288590604,0.7674267101,0.6499838553,0.7046979866,0.7202380952,1,0.8747044917,0.5994236311,0.8537666174,0.6041666667,0.3839662447,0.7297297297,0.8212290503,0.6788321168,0.3962264151,0.7981651376,0.336,0.5612307692,0.5202702703,0.73,0.7511520737,0.5880149813
62,Albany,0,0,15,0.750547046,0.2770853308,0.4765472313,0.6951888925,0.5234899329,0.7261904762,0.7339449541,0.6241134752,0.5763688761,0.6853766617,0.5833333333,0.4978902954,0.5351351351,0.6033519553,0.6058394161,0.2704402516,0.4587155963,0.416,0.4307692308,0.3614864865,0.3,0.6866359447,0.8951310861
61,Iona,0,1,15,0.6433260394,0.4932885906,1,0.1895382628,0.6510067114,0.7083333333,0.9357798165,0.8368794326,0.3112391931,0.682422452,0.4895833333,0.5443037975,0.6702702703,0.7206703911,0.3649635036,0.7547169811,0.7981651376,0.352,0.5815384615,0.4594594595,0.7,0.5023041475,0.7715355805
59,FGCU,2,2,15,0.7691466083,0.3950143816,0.7550488599,0.4991927672,0.7046979866,0.5595238095,0.4495412844,0.6643026005,0.613832853,0.729689808,0.5520833333,0.5189873418,0.6702702703,0.6424581006,0.6569343066,0.6918238994,0.4862385321,0.552,0.5421538462,0.4222972973,0.42,0.4101382488,0.7228464419
60,Pacific,0,3,15,0.6881838074,0.5445829338,0.5631921824,0.5892799483,0.610738255,0.7916666667,0.5137614679,0.7021276596,0.4524495677,0.670605613,0.5260416667,0.4050632911,0.6054054054,0.6089385475,0.4452554745,0.3018867925,0.7431192661,0.432,0.5876923077,0.7027027027,0.77,0.5069124424,0.5880149813
68,Liberty,-1,0,16,0.4562363239,0.2162032598,0.6338762215,0.3945753955,0.4832214765,0.755952381,0.7018348624,0.6382978723,0.3544668588,0.5805022157,0.4947916667,0.4135021097,0.5189189189,0.5754189944,0.5766423358,0.5094339623,0.5779816514,0.112,0.3249230769,0.3986486486,0.39,0.6543778802,0.5917602996
67,NC A&T,0,0,16,0.5919037199,0.1922339406,0.4058631922,0.6545043591,0.3087248322,0.3333333333,0.371559633,0.3924349882,0.7002881844,0.6041358936,0.453125,0.4261603376,0.3297297297,0.3575418994,0.7445255474,0.5408805031,0.3486238532,0.64,0.5255384615,0.375,0.18,0.599078341,0.5767790262
64,Southern,0,1,16,0.7625820569,0,0.5758957655,0.804649661,0.5100671141,0.6964285714,0.5137614679,0.6453900709,0.8299711816,0.8286558346,0.4791666667,0.2742616034,0.5405405405,0.5586592179,1,0.4339622642,0.7981651376,0.44,0.648,0.2804054054,0.51,0.5714285714,0.7153558052
63,W Kentucky,0,2,16,0.6083150985,0.4395973154,0.5615635179,0.5334194382,0.4697986577,0.4226190476,0.4449541284,0.5626477541,0.5389048991,0.6277695716,0.65625,0.641350211,0.4756756757,0.4860335196,0.5547445255,0.534591195,0.4220183486,0.472,0.4270769231,0.2263513514,0.2,0.5253456221,0.5842696629
65,Long Island,-1,3,16,0.6433260394,0.2162032598,0.9465798046,0.1950274459,0.8187919463,0.7857142857,0.5229357798,0.8486997636,0.2391930836,0.6528803545,0.5677083333,0.6455696203,0.7945945946,0.7988826816,0.2919708029,0.7232704403,0.5596330275,0.296,0.4024615385,0.5135135135,0.52,0.7788018433,0.7752808989
66,James Madison,0,3,16,0.6378555799,0.3849472675,0.5045602606,0.5676461091,0.4295302013,0.5238095238,0.5596330275,0.5957446809,0.469740634,0.6129985229,0.4427083333,0.4092827004,0.427027027,0.4525139665,0.4671532847,0.3522012579,0.7706422018,0.48,0.6356923077,0.3581081081,0.51,0.5115207373,0.5543071161
