Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,UConn,,0,1,1,0.8130454754,0.7371104816,0.7190332326,0.7875,0.7256097561,0.6814159292,1,0.7101910828,0.9625407166,0.8304093567,0.78,0.8379888268,0.8128654971,0.7872340426,0.3378378378,0.8217821782,0.3282442748,0.5186046512,0.8942307692,1,0.4974093264,0.5347826087
4,UNC,,1,1,0.866061294,0.9095084979,0.7371104816,0.4988670695,0.49375,0.6463414634,0.7345132743,0.7626262626,0.6910828025,0.7996742671,0.7660818713,0.632,0.5139664804,0.5497076023,0.7163120567,0.6891891892,0.8613861386,0.2595419847,0.4798449612,0.5064102564,0.6444444444,0.6580310881,0.6391304348
3,Houston,,2,1,0.9659477866,0.9343132751,0.4980169972,1,0.4,0.6036585366,0.4690265487,0.7474747475,1,0.9478827362,0.6315789474,0.796,0.4245810056,0.3801169591,0.8581560284,0.2027027027,0.9504950495,0.8702290076,1,0.4262820513,0.6888888889,0.2953367876,0.4217391304
2,Purdue,,3,1,0.9625425653,0.9912723932,0.7915014164,0.502265861,0.7375,0.9756097561,0.5884955752,0.9141414141,0.6050955414,0.8534201954,0.9239766082,0.816,0.7765363128,0.7719298246,0.6879432624,0.527027027,0.6930693069,0.1908396947,0.3186046512,0.9198717949,0.7925925926,0.8186528497,0.8304347826
5,Iowa St,,0,2,0.866061294,0.8635737253,0.5696883853,0.836858006,0.58125,0.6158536585,0.482300885,0.6919191919,0.9458598726,0.8843648208,0.514619883,0.584,0.5474860335,0.5204678363,0.6524822695,0.472972973,0.7425742574,0.9770992366,0.9837209302,0.7147435897,0.7037037037,0.5233160622,0.4652173913
6,Arizona,,1,2,0.8251986379,0.9044556729,0.9203966006,0.4233383686,0.74375,0.75,0.5796460177,0.8686868687,0.7292993631,0.8876221498,0.8888888889,0.772,0.7206703911,0.6959064327,0.6241134752,0.8175675676,0.7227722772,0.4885496183,0.5674418605,0.7467948718,0.7555555556,0.585492228,0.7608695652
7,Marquette,,2,2,0.799091941,0.9660082683,0.6470254958,0.5188821752,0.675,0.6707317073,0.5619469027,0.7373737374,0.6178343949,0.7459283388,0.3567251462,0.36,0.7262569832,0.6549707602,0.5035460993,0.5472972973,0.8217821782,0.6488549618,0.8217054264,0.5929487179,0.7851851852,0.1658031088,0.6304347826
8,Tennessee,,3,2,0.8161180477,0.9297197979,0.6804532578,0.5879909366,0.4625,0.5731707317,0.7123893805,0.7348484848,0.7484076433,0.8110749186,0.6140350877,0.616,0.5251396648,0.5380116959,0.7588652482,0.6351351351,0.8415841584,0.4961832061,0.6899224806,0.8141025641,0.8148148148,0.5492227979,0.4565217391
9,Illinois,,0,3,0.8251986379,0.8759761139,0.8130311615,0.3799093656,0.625,0.6219512195,0.6725663717,0.8813131313,0.5222929936,0.7899022801,0.8070175439,0.76,0.6480446927,0.6549707602,0.6666666667,0.6351351351,0.8118811881,0.08396946565,0.2976744186,0.2724358974,0.4962962963,0.6528497409,0.7260869565
10,Baylor,,1,3,0.7559591373,0.9853008728,0.7110481586,0.4622356495,0.70625,0.8536585366,0.6548672566,0.8636363636,0.4968152866,0.7654723127,0.7426900585,0.76,0.7597765363,0.7660818713,0.4042553191,0.3851351351,0.5841584158,0.4351145038,0.4434108527,0.5737179487,0.5185185185,0.7357512953,0.6043478261
11,Kentucky,,2,3,0.7809307605,0.8231511254,0.9628895184,0.1419939577,0.79375,1,0.8185840708,0.9090909091,0.4203821656,0.7557003257,0.5087719298,0.476,0.8547486034,0.8362573099,0.5177304965,0.8648648649,0.8316831683,0.3053435115,0.5565891473,0.6025641026,0.8296296296,0.4352331606,0.5130434783
12,Creighton,,3,3,0.7809307605,0.8847037207,0.7104815864,0.5185045317,0.725,0.6890243902,0.8539823009,0.8308080808,0.601910828,0.7980456026,0.6549707602,0.356,0.8603351955,0.8128654971,0.8014184397,0.4527027027,0.7326732673,0,0.2348837209,0.7307692308,0.8074074074,0.207253886,1
13,Auburn,,0,4,0.8592508513,0.820395039,0.7872521246,0.5811933535,0.65,0.6402439024,0.7168141593,0.8636363636,0.7484076433,0.8941368078,0.6081871345,0.652,0.6703910615,0.6900584795,0.7872340426,0.6486486486,0.8118811881,0.4503816794,0.6379844961,0.8493589744,0.8666666667,0.7046632124,0.2391304348
14,Alabama,,1,4,0.7094211124,0.9862195682,1,0.09025679758,0.66875,0.7134146341,0.8672566372,0.9570707071,0.3566878981,0.7540716612,0.649122807,0.72,0.7877094972,0.8128654971,0.4184397163,0.8783783784,0.7227722772,0.2900763359,0.4310077519,0.5224358974,0.6,0.6476683938,0.2782608696
15,Duke,,2,4,0.8161180477,0.8213137345,0.6909348442,0.6046072508,0.7,0.7865853659,0.592920354,0.8712121212,0.6401273885,0.8436482085,0.6900584795,0.596,0.7318435754,0.701754386,0.609929078,0.4391891892,0.8514851485,0.3893129771,0.5860465116,0.5833333333,0.7851851852,0.481865285,0.7304347826
16,Kansas,,3,4,0.7457434733,1,0.5609065156,0.5574018127,0.7375,0.493902439,0.6150442478,0.6085858586,0.6815286624,0.6954397394,0.5730994152,0.332,0.6480446927,0.6257309942,0.7021276596,0.5743243243,0.603960396,0.3816793893,0.4697674419,1,0.8074074074,0.4352331606,0.7
17,SDSU,,0,5,0.7661748014,0.8502526412,0.5422096317,0.6378398792,0.4375,0.3963414634,0.6415929204,0.6464646465,0.7133757962,0.7361563518,0.6608187135,0.652,0.4357541899,0.4619883041,0.7021276596,0.4054054054,0.7128712871,0.465648855,0.5596899225,0.4775641026,0.4888888889,0.6165803109,0.5652173913
18,St Mary's,,1,5,0.8592508513,0.6187413872,0.5322946176,0.9335347432,0.61875,0.6524390244,0.3982300885,0.8232323232,0.8885350318,0.9397394137,1,0.908,0.6312849162,0.5497076023,0.8581560284,0.1554054054,0.7722772277,0.4045801527,0.5093023256,0.733974359,0.7925925926,0.2279792746,0.5782608696
19,Wisconsin,,2,5,0.6992054484,0.9871382637,0.5456090652,0.5358761329,0.58125,0.6097560976,0.7389380531,0.7348484848,0.4872611465,0.67752443,0.6315789474,0.532,0.5754189944,0.5847953216,0.3617021277,0.3040540541,0.8118811881,0.4198473282,0.5736434109,0.3717948718,0.562962963,0.5284974093,0.5391304348
20,Gonzaga,,3,5,0.8513053348,0.6003674782,0.8337110482,0.5468277946,0.9125,0.6463414634,0.5884955752,0.946969697,0.6815286624,0.9136807818,0.7777777778,0.68,0.843575419,0.7894736842,0.7375886525,0.6081081081,0.8811881188,0.3435114504,0.588372093,0.5096153846,0.8592592593,0.3834196891,0.7565217391
21,BYU,,0,6,0.7559591373,0.8479559026,0.7478753541,0.5113293051,0.575,0.6097560976,0.6637168142,0.845959596,0.6305732484,0.82247557,0.7192982456,0.632,0.7262569832,0.6666666667,0.6312056738,0.5945945946,0.7920792079,0.3358778626,0.4953488372,0.8782051282,0.8962962963,0.1813471503,0.5826086957
22,Clemson,,1,6,0.7094211124,0.8663298117,0.6220963173,0.4584592145,0.6125,0.6463414634,0.8938053097,0.7651515152,0.4713375796,0.6889250814,0.6081871345,0.428,0.6592178771,0.6725146199,0.5531914894,0.4256756757,0.7821782178,0.1679389313,0.3821705426,0.5641025641,0.6740740741,0.4715025907,0.547826087
23,Texas Tech,,2,6,0.7559591373,0.9085898025,0.5702549575,0.5332326284,0.51875,0.7134146341,0.8407079646,0.7222222222,0.5350318471,0.6938110749,0.5263157895,0.528,0.5977653631,0.6315789474,0.5957446809,0.4054054054,0.6534653465,0.3740458015,0.4782945736,0.6794871795,0.5851851852,0.6113989637,0.7347826087
24,S Carolina,,3,6,0.8592508513,0.7593017915,0.4696883853,0.6223564955,0.43125,0.5304878049,0.5575221239,0.6818181818,0.5382165605,0.6693811075,0.6081871345,0.644,0.4860335196,0.4619883041,0.609929078,0.2364864865,0.7821782178,0.2519083969,0.4271317829,0.7884615385,0.7333333333,0.3937823834,0.5782608696
25,Washington St,,0,7,0.7900113507,0.7762976573,0.5339943343,0.625755287,0.6,0.5609756098,0.5,0.6868686869,0.6369426752,0.7231270358,0.730994152,0.636,0.5586592179,0.514619883,0.6382978723,0.3716216216,0.7128712871,0.320610687,0.4387596899,0.3173076923,0.4666666667,0.3678756477,0.5130434783
26,Dayton,,1,7,0.8433598184,0.6954524575,0.5464589235,0.6480362538,0.66875,0.9390243902,0.6460176991,0.8055555556,0.5541401274,0.7573289902,0.514619883,0.392,0.8156424581,0.8011695906,0.6808510638,0.2297297297,0.6831683168,0.2748091603,0.4480620155,0.7211538462,0.6740740741,0.6321243523,0.8608695652
