Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
1,Auburn,,0,1,0.9214723926,0.9657458564,0.8034603947,0.5750094949,0.7829457364,0.7461538462,0.6309012876,0.9324009324,0.69,0.8513323983,0.6848484848,0.6751054852,0.7884615385,0.8175675676,0.7479674797,0.549382716,0.9401709402,0.4789915966,0.6597859327,0.5992647059,0.8037974684,0.5,0.3183673469
5,Michigan St,,0,2,0.8846625767,0.826519337,0.6493646932,0.6650208887,0.6124031008,0.2846153846,0.8068669528,0.7272727273,0.82,0.7826086957,0.9151515152,0.7172995781,0.5,0.6216216216,0.8048780488,0.5679012346,0.7094017094,0.4453781513,0.4373088685,0.8235294118,0.6012658228,0.7608695652,0.5224489796
9,Iowa St,,0,3,0.773006135,0.7966850829,0.7091105704,0.633877706,0.7596899225,0.6692307692,0.7038626609,0.7622377622,0.83,0.8078541374,0.6909090909,0.5864978903,0.7179487179,0.7972972973,0.6504065041,0.5864197531,0.6581196581,0.8235294118,0.7125382263,0.5404411765,0.4746835443,0.7336956522,0.612244898
13,Texas A&M,,0,4,0.7251533742,0.9042357274,0.5455528521,0.638435245,0.2635658915,0.3076923077,0.4377682403,0.6526806527,0.7166666667,0.6942496494,0.9090909091,1,0.2628205128,0.3378378378,0.5853658537,0.462962963,0.6666666667,0.6722689076,0.5275229358,0.3125,0.2848101266,0.7282608696,0.387755102
17,Michigan,,0,5,0.773006135,0.8762430939,0.6682887267,0.4922142043,0.7519379845,0.5076923077,0.5665236052,0.6853146853,0.6866666667,0.7012622721,0.7393939394,0.6497890295,0.7371794872,0.7635135135,0.7886178862,0.6604938272,0.4358974359,0.3865546218,0.2354740061,0.6985294118,0.3987341772,0.5434782609,0.6489795918
21,Ole Miss,,0,6,0.6993865031,0.8600368324,0.6231413896,0.4944929738,0.4651162791,0.5384615385,0.6223175966,0.6806526807,0.6233333333,0.6718092567,0.3272727273,0.2995780591,0.4935897436,0.5540540541,0.4715447154,0.5740740741,0.9572649573,0.7142857143,0.8608562691,0.5257352941,0.6898734177,0.5815217391,0.3591836735
25,Marquette,,0,7,0.736196319,0.7896869245,0.6150310895,0.6152677554,0.488372093,0.4153846154,0.5579399142,0.7156177156,0.7166666667,0.7321178121,0.4545454545,0.4978902954,0.5512820513,0.5405405405,0.5609756098,0.5,0.9230769231,0.781512605,0.8654434251,0.3786764706,0.6202531646,0.1739130435,0.5959183673
29,Louisville,,0,8,0.8552147239,0.7550644567,0.6612597999,0.6015951386,0.5581395349,0.4538461538,0.6480686695,0.7505827506,0.73,0.7587657784,0.703030303,0.5864978903,0.641025641,0.6891891892,0.6504065041,0.5555555556,0.7094017094,0.5882352941,0.5565749235,0.4669117647,0.4493670886,0.5489130435,0.7102040816
33,Creighton,,0,9,0.7472392638,0.7933701657,0.5706947824,0.5780478542,0.7209302326,0.5230769231,0.6008583691,0.6806526807,0.6433333333,0.6802244039,0.6727272727,0.3628691983,0.7948717949,0.7837837838,0.8943089431,0.4691358025,0.5555555556,0.06722689076,0.1162079511,0.8897058824,0.5569620253,0.2880434783,1
37,New Mexico,,0,10,0.8478527607,0.620626151,0.732900784,0.5313330801,0.5968992248,0.5846153846,0.4034334764,0.6736596737,0.8466666667,0.7615708275,0.6909090909,0.5738396624,0.5192307692,0.5337837838,0.6422764228,0.8148148148,0.7863247863,0.7731092437,0.745412844,0.4779411765,0.5189873418,0.5380434783,0.5551020408
41,UNC,,0,11,0.6527607362,0.8184162063,0.7210056772,0.3714394227,0.7286821705,0.6307692308,0.6180257511,0.7482517483,0.54,0.6774193548,0.6545454545,0.4599156118,0.6923076923,0.7297297297,0.5609756098,0.6666666667,0.7863247863,0.3361344538,0.4487767584,0.4338235294,0.5379746835,0.5489130435,0.5795918367
42,SDSU,,0,11,0.7398773006,0.6976058932,0.4525547445,0.8021268515,0.480620155,0.4923076923,0.313304721,0.5780885781,0.87,0.713884993,0.5272727273,0.4852320675,0.4935897436,0.4662162162,0.8861788618,0.3827160494,0.7094017094,0.6554621849,0.629969419,0.4448529412,0.4303797468,0.2880434783,0.4448979592
47,UC San Diego,,0,12,0.963190184,0.3248618785,0.6928899703,0.8784656286,0.6511627907,0.7307692308,0.6566523605,0.8624708625,1,0.9396914446,0.5151515152,0.358649789,0.7948717949,0.8175675676,0.7642276423,0.4567901235,0.9487179487,0.9663865546,1,0.7022058824,0.8291139241,0.4673913043,0.612244898
51,Yale,,0,13,0.8012269939,0.2604051565,0.736144904,0.5902012913,0.8372093023,0.8384615385,0.5965665236,0.8554778555,0.7,0.809256662,0.8484848485,0.6582278481,0.75,0.7567567568,0.6910569106,0.5555555556,0.8376068376,0.4285714286,0.5313455657,0.5735294118,0.6898734177,0.402173913,0.6204081633
55,Lipscomb,,0,14,0.7828220859,0.2213627993,0.6809948635,0.6619825294,0.7054263566,0.6769230769,0.8626609442,0.8135198135,0.76,0.809256662,0.6121212121,0.3122362869,0.7948717949,0.8513513514,0.8130081301,0.4938271605,0.8547008547,0.4117647059,0.5703363914,0.5698529412,0.6835443038,0.472826087,0.9102040816
59,Bryant,,0,15,0.7104294479,0.1230202578,0.7629088943,0.4139764527,0.6046511628,0.5076923077,0.5321888412,0.7086247086,0.71,0.7251051893,0.7333333333,0.7004219409,0.5512820513,0.5540540541,0.7642276423,0.8333333333,0.7435897436,0.4201680672,0.4579510703,0.3786764706,0.4683544304,0.3152173913,0.6448979592
63,Alabama St,,0,16,0.5668711656,0.07219152855,0.5220329819,0.4751234333,0.1782945736,0.4538461538,0.4248927039,0.5594405594,0.5933333333,0.5862552595,0.3939393939,0.447257384,0.2692307692,0.2702702703,0.5284552846,0.5864197531,0.9658119658,0.5882352941,0.752293578,0.2426470588,0.4936708861,0.2717391304,0.3959183673
64,St Francis-PA,,0,16,0.4760736196,0.14106814,0.4593133279,0.4990505127,0.6124031008,0.5230769231,0.5751072961,0.5291375291,0.5566666667,0.5525946704,0.5090909091,0.3417721519,0.6282051282,0.5945945946,0.5691056911,0.4382716049,0.4957264957,0.4201680672,0.3188073394,0.5220588235,0.3734177215,0.0652173913,0.6612244898
2,Florida,,1,1,0.9595092025,0.8217311234,0.8450932685,0.5981769844,0.7131782946,0.6538461538,0.5064377682,0.9114219114,0.8033333333,0.8863955119,0.8484848485,0.8312236287,0.7564102564,0.75,0.9024390244,0.6728395062,0.8376068376,0.4537815126,0.5550458716,0.4926470588,0.6202531646,0.3967391304,0.5673469388
6,St John's,,1,2,0.963190184,0.7303867403,0.66450392,0.7166729966,0.5348837209,0.2538461538,0.4120171674,0.6736596737,0.9733333333,0.8148667602,0.7636363636,0.8016877637,0.4038461538,0.3918918919,0.8536585366,0.6419753086,0.8205128205,0.8151260504,0.7905198777,0.5330882353,0.582278481,0.2826086957,0.6612244898
10,Texas Tech,,1,3,0.8110429448,0.7904235727,0.7239794539,0.6521078618,0.6821705426,0.8307692308,0.7339055794,0.9020979021,0.7066666667,0.840112202,0.7212121212,0.6751054852,0.7756410256,0.7972972973,0.6991869919,0.3950617284,0.8461538462,0.4957983193,0.5810397554,0.7095588235,0.7341772152,0.3858695652,0.5428571429
