Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
3,Baylor,4,2,1,0.957,0.6860572484,0.8192412596,0.6933293088,0.7333333333,1,0.4770992366,0.9581497797,0.7628361858,0.9560155239,0.7806122449,0.8532818533,0.8629441624,0.8216216216,0.677852349,0.4946236559,0.6788990826,0.7583892617,0.8109017497,0.595959596,0.5655172414,0.3197674419,0.668202765
2,Michigan,3,1,1,0.864,0.9070483226,0.613935036,0.7075158467,0.6769230769,0.7627118644,0.7480916031,0.7665198238,0.7139364303,0.8175937904,0.8520408163,0.5444015444,0.7106598985,0.7351351351,0.9395973154,0.3924731183,0.6697247706,0.1812080537,0.3768506057,0.5622895623,0.5103448276,0.511627907,0.7741935484
1,Gonzaga,4,0,1,1,0.6423514928,1,0.5900996076,1,0.6440677966,0.6030534351,1,0.7995110024,1,0.8826530612,0.583011583,1,1,0.7718120805,0.7795698925,0.7431192661,0.5234899329,0.6803499327,0.531986532,0.6482758621,0.7558139535,0.801843318
4,Illinois,1,3,1,0.769,0.9008925823,0.7165881478,0.608813764,0.7384615385,0.7401129944,0.4465648855,0.768722467,0.7212713936,0.8227684347,0.9693877551,0.6718146718,0.7411167513,0.7405405405,0.8322147651,0.5698924731,0.5596330275,0.2751677852,0.3546433378,0.5925925926,0.4344827586,0.75,0.7096774194
7,Ohio State,0,2,2,0.704,0.9267466913,0.6233573023,0.5602173257,0.5435897436,0.6214689266,0.7480916031,0.7973568282,0.5207823961,0.7335058215,0.7142857143,0.528957529,0.6040609137,0.6810810811,0.644295302,0.3817204301,0.7981651376,0.2147651007,0.465679677,0.3838383838,0.4482758621,0.9069767442,0.5898617512
6,Alabama,2,1,2,0.778,0.8421052632,0.6893131664,0.5544823423,0.3846153846,0.5875706215,0.5572519084,0.6211453744,0.7726161369,0.7632600259,0.6683673469,0.5945945946,0.5126903553,0.5189189189,0.8456375839,0.8010752688,0.5596330275,0.5369127517,0.5881561238,0.4511784512,0.2896551724,0.4651162791,0.599078341
5,Iowa,1,0,2,0.741,0.8633425669,0.8244483015,0.4998490794,0.6051282051,0.8192090395,0.5381679389,0.9295154185,0.5721271394,0.8382923674,0.7244897959,0.6177606178,0.7157360406,0.7135135135,0.7651006711,0.5483870968,1,0.2416107383,0.6157469717,0.8787878788,1,0.5697674419,0.9400921659
8,Houston,4,3,2,0.875,0.6583564174,0.6293082073,0.9384243888,0.4205128205,0.593220339,0.6259541985,0.8436123348,0.9388753056,0.9818887451,0.9285714286,0.9382239382,0.5025380711,0.5243243243,1,0.3279569892,0.8165137615,0.6375838926,0.7489905787,0.4175084175,0.4551724138,0.5,0.3271889401
12,W Virginia,1,3,3,0.667,0.8608802709,0.6325316142,0.4998490794,0.3692307692,0.5988700565,0.5648854962,0.6784140969,0.5843520782,0.6972833118,0.6989795918,0.7799227799,0.3756345178,0.4432432432,0.5973154362,0.5322580645,0.7431192661,0.5033557047,0.6500672948,0.4949494949,0.3931034483,0.8546511628,0.7281105991
10,Texas,0,1,3,0.72,0.8310249307,0.5655839326,0.6202837308,0.4974358974,0.593220339,0.5076335878,0.6387665198,0.6772616137,0.723156533,0.7551020408,0.6023166023,0.5837563452,0.5891891892,0.7986577181,0.4569892473,0.4587155963,0.3489932886,0.3633916555,0.4208754209,0.2482758621,0.5523255814,0.4792626728
11,Arkansas,3,2,3,0.808,0.7085257002,0.7815521944,0.5439178992,0.5128205128,0.5254237288,0.6717557252,0.731277533,0.760391198,0.8214747736,0.7551020408,0.6332046332,0.5329949239,0.572972973,0.7651006711,0.7795698925,0.7247706422,0.4966442953,0.6312247645,0.4276094276,0.4137931034,0.6220930233,0.7235023041
9,Kansas,1,0,3,0.714,0.8519544475,0.5286387305,0.6918201026,0.4307692308,0.5254237288,0.5458015267,0.6123348018,0.7408312958,0.7412677878,0.7397959184,0.6177606178,0.4517766497,0.4594594595,0.7986577181,0.4677419355,0.6513761468,0.4765100671,0.5740242261,0.4781144781,0.3724137931,0.4709302326,0.7649769585
14,Florida St,2,1,4,0.75,0.8067097568,0.6895611208,0.5620283731,0.5948717949,0.7570621469,0.641221374,0.7665198238,0.6381418093,0.7774902975,0.7755102041,0.7606177606,0.654822335,0.6756756757,0.6912751678,0.5107526882,0.5504587156,0.4765100671,0.5188425303,0.4983164983,0.3655172414,0.5988372093,0.400921659
16,OK State,1,3,4,0.731,0.8199445983,0.6126952641,0.4986417145,0.558974359,0.4858757062,0.5267175573,0.5726872247,0.6699266504,0.680465718,0.7448979592,0.6486486486,0.5431472081,0.5675675676,0.7718120805,0.6344086022,0.3211009174,0.4228187919,0.3492597577,0.3501683502,0.1724137931,0.7034883721,0.6728110599
15,Purdue,0,2,4,0.692,0.9107417667,0.4726010414,0.6993661334,0.4923076923,0.4745762712,0.5763358779,0.6365638767,0.6503667482,0.7076326003,0.8571428571,0.6525096525,0.5126903553,0.5297297297,0.7181208054,0.3279569892,0.5504587156,0.3154362416,0.3829071332,0.6094276094,0.3793103448,0.5406976744,0.7050691244
13,Virginia,0,0,4,0.75,0.7965527855,0.4175551698,0.8514941141,0.6358974359,0.7344632768,0.9465648855,0.7775330396,0.6259168704,0.7774902975,0.7193877551,0.3011583012,0.7512690355,0.7621621622,0.7248322148,0,0.7798165138,0.2147651007,0.4596231494,0.5824915825,0.6275862069,0.25,0.801843318
19,Villanova,2,2,5,0.727,0.8288704217,0.5891395983,0.6498641714,0.4820512821,0.5706214689,0.7480916031,0.8017621145,0.5794621027,0.7671410091,0.6683673469,0.4903474903,0.5888324873,0.6216216216,0.5302013423,0.2903225806,0.9633027523,0.4362416107,0.7099596231,0.6734006734,0.7724137931,0.5465116279,0.8294930876
18,Colorado,1,1,5,0.75,0.7371498923,0.5321100917,0.7811651072,0.5076923077,0.6327683616,1,0.7246696035,0.7408312958,0.8072445019,0.7704081633,0.5714285714,0.5431472081,0.627027027,0.7651006711,0.3172043011,0.7064220183,0.4899328859,0.6170928668,0.4814814815,0.4344827586,0.6686046512,0.6866359447
17,Creighton,2,0,5,0.731,0.7940904894,0.6689809075,0.6063990341,0.6717948718,0.6949152542,0.3129770992,0.7643171806,0.6650366748,0.7904269082,0.5969387755,0.3436293436,0.7969543147,0.7297297297,0.7986577181,0.4838709677,0.7614678899,0.3489932886,0.5794078062,0.6228956229,0.6275862069,0.2441860465,0.8110599078
20,Tennessee,0,3,5,0.708,0.7851646661,0.512521696,0.783579837,0.4461538462,0.4858757062,0.6717557252,0.6343612335,0.804400978,0.787839586,0.6989795918,0.6216216216,0.4467005076,0.5081081081,0.7986577181,0.4086021505,0.6422018349,0.644295302,0.7012113055,0.7037037037,0.4482758621,0.761627907,0.6082949309
22,BYU,0,1,6,0.769,0.7165281625,0.66798909,0.6100211289,0.6461538462,0.7175141243,0.6183206107,0.7290748899,0.7041564792,0.7904269082,0.8571428571,0.5173745174,0.730964467,0.7243243243,0.8187919463,0.5215053763,0.5504587156,0.2684563758,0.3546433378,0.6599326599,0.4689655172,0.3720930233,0.7050691244
24,SDSU,0,3,6,0.84,0.5872576177,0.5556657575,0.8557198913,0.5076923077,0.7231638418,0.5992366412,0.7290748899,0.8557457213,0.8706338939,0.7806122449,0.5328185328,0.6040609137,0.627027027,0.7785234899,0.3387096774,0.6880733945,0.6577181208,0.7160161507,0.569023569,0.4551724138,0.6337209302,0.6267281106
21,USC,3,0,6,0.786,0.7614650662,0.573766427,0.7186839722,0.558974359,0.5254237288,0.3091603053,0.6960352423,0.7457212714,0.7930142303,0.887755102,0.7953667954,0.538071066,0.5189189189,0.8993288591,0.3709677419,0.6422018349,0.322147651,0.4347240915,0.4276094276,0.3655172414,0.6453488372,0.801843318
23,Texas Tech,1,2,6,0.63,0.7454601416,0.5269030498,0.7624509508,0.4461538462,0.5367231638,0.5419847328,0.6828193833,0.7506112469,0.787839586,0.6887755102,0.7065637066,0.4263959391,0.4810810811,0.711409396,0.3333333333,0.7798165138,0.6912751678,0.8122476447,0.4444444444,0.4206896552,0.8313953488,0.4930875576
28,Clemson,0,3,7,0.696,0.8497999384,0.3349863625,0.8050105644,0.3692307692,0.5367231638,0.7480916031,0.5088105727,0.7212713936,0.6701164295,0.6173469388,0.4362934363,0.461928934,0.4648648649,0.677852349,0.2204301075,0.4770642202,0.5771812081,0.5619111709,0.6262626263,0.324137931,0.2558139535,0.6912442396
26,UConn,0,1,7,0.714,0.8057863958,0.5340937268,0.7174766073,0.4512820513,0.5028248588,0.606870229,0.7158590308,0.6748166259,0.7671410091,0.8214285714,0.8532818533,0.4517766497,0.4648648649,0.744966443,0.311827957,0.6972477064,0.4429530201,0.5484522207,0.3872053872,0.3724137931,0.4534883721,0.4055299539
27,Florida,1,2,7,0.636,0.8565712527,0.55864121,0.580138847,0.5846153846,0.5762711864,0.6984732824,0.6167400881,0.6454767726,0.6934023286,0.6632653061,0.5907335907,0.5888324873,0.6324324324,0.7315436242,0.5376344086,0.3853211009,0.4832214765,0.468371467,0.2525252525,0.1793103448,0.6918604651,0.5069124424
25,Oregon,2,0,7,0.8,0.7377654663,0.5705430201,0.6504678539,0.6051282051,0.7570621469,0.5152671756,0.7246696035,0.6332518337,0.7503234153,0.6734693878,0.5096525097,0.6802030457,0.6486486486,0.5838926174,0.3870967742,0.6880733945,0.5033557047,0.6164199192,0.367003367,0.4137931034,0.3023255814,0.7004608295
30,LSU,1,1,8,0.667,0.7799322869,0.7656831143,0.3999396318,0.5794871795,0.5310734463,0.6755725191,0.7775330396,0.5378973105,0.7309184994,0.6428571429,0.61003861,0.614213198,0.6594594595,0.6711409396,0.6666666667,0.7339449541,0.3624161074,0.5666218035,0.1750841751,0.3172413793,0.7558139535,0.6497695853
