Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Gm,Opp Pts / Gm,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
47,Drake,0,2,12,0.8284023669,0.4321239299,0.5823348168,0.7090003557,0.6168831169,0.7535211268,0.7211538462,0.6636904762,0.7526132404,0.7616487455,0.63125,0.2980769231,0.6807228916,0.7152777778,0.7517730496,0.5133333333,0.7802197802,0.3644067797,0.6014967259,0.3987341772,0.56,0.3366834171,0.7973568282
48,Kent State,0,2,13,0.8639053254,0.4251936404,0.6268401232,0.6449662042,0.512987013,0.4929577465,0.5096153846,0.6428571429,0.7386759582,0.7419354839,0.5125,0.5817307692,0.5602409639,0.5763888889,0.6595744681,0.7,0.7362637363,0.7118644068,0.8737137512,0.246835443,0.384,0.3819095477,0.4185022026
49,Kennesaw St,0,2,14,0.7940828402,0.3709743172,0.5802807258,0.5311277126,0.5649350649,0.7183098592,0.2067307692,0.5654761905,0.6027874564,0.6254480287,0.5375,0.4519230769,0.6506024096,0.625,0.5390070922,0.6933333333,0.5714285714,0.5593220339,0.6370439663,0.5379746835,0.448,0.4472361809,0.550660793
50,Colgate,0,2,15,0.7940828402,0.2075010192,0.6942827799,0.5289932408,0.9025974026,1,0.1826923077,0.8125,0.487804878,0.7150537634,0.6,0.3269230769,0.9578313253,0.8958333333,0.475177305,0.6,0.8131868132,0.3898305085,0.6482694107,0.7848101266,0.976,0.1407035176,1
51,N Kentucky,0,2,16,0.6544378698,0.3379535263,0.3399520712,0.7214514408,0.3701298701,0.5915492958,0.3509615385,0.5238095238,0.5853658537,0.5913978495,0.43125,0.6442307692,0.4698795181,0.4305555556,0.4609929078,0.2866666667,0.6263736264,0.7966101695,0.8437792329,0.5759493671,0.472,0.2261306533,0.6696035242
52,Kansas,1,3,1,0.8284023669,1,0.5693255734,0.5656350053,0.5909090909,0.5492957746,0.4711538462,0.5476190476,0.6515679443,0.6397849462,0.53125,0.4711538462,0.5903614458,0.5902777778,0.6737588652,0.72,0.5934065934,0.5169491525,0.6286248831,0.7056962025,0.584,0.3115577889,0.6123348018
53,UCLA,2,3,2,0.8982248521,0.8438646555,0.5340636768,0.8377801494,0.538961039,0.5704225352,0.4951923077,0.6547619048,0.8850174216,0.8243727599,0.65,0.7211538462,0.5,0.4791666667,0.7446808511,0.5333333333,0.8571428571,0.7881355932,0.9728718428,0.4335443038,0.624,0.2261306533,0.7577092511
54,Gonzaga,3,3,3,0.8923076923,0.7847533632,1,0.388829598,1,0.8521126761,0.3942307692,1,0.4843205575,0.8261648746,0.71875,0.6105769231,1,1,0.4397163121,0.8333333333,0.8681318681,0.4745762712,0.7586529467,0.4303797468,0.776,0.4271356784,0.7577092511
55,UConn,6,3,4,0.7763313609,0.7814920506,0.697706265,0.6623977232,0.5519480519,0.6549295775,0.6298076923,0.7976190476,0.6968641115,0.8136200717,0.9,1,0.656626506,0.7013888889,0.6879432624,0.6266666667,0.5494505495,0.4745762712,0.4789522919,0.8037974684,0.592,0.432160804,0.3436123348
56,St Mary's,1,3,5,0.8213017751,0.769262128,0.4467648066,0.8438278193,0.538961039,0.7464788732,0.3557692308,0.6785714286,0.7630662021,0.7759856631,0.83125,0.7115384615,0.6084337349,0.5902777778,0.6808510638,0.3,0.7252747253,0.4915254237,0.6061739944,0.3670886076,0.464,0.3266331658,0.5947136564
57,TCU,1,3,6,0.6414201183,0.8438646555,0.5775419377,0.5667022412,0.5324675325,0.2816901408,0.3942307692,0.5327380952,0.6794425087,0.6451612903,0.53125,0.6634615385,0.4578313253,0.4583333333,0.6453900709,0.7666666667,0.6593406593,0.6355932203,0.7670720299,0.6772151899,0.584,0.4371859296,0.6784140969
58,Northwestern,1,3,7,0.6650887574,0.8206278027,0.3200958576,0.760227677,0.2012987013,0.3873239437,0.6346153846,0.4464285714,0.7003484321,0.6039426523,0.45625,0.4615384615,0.2771084337,0.2986111111,0.6312056738,0.4,0.8791208791,0.6355932203,0.868101029,0.5632911392,0.584,0.3618090452,0.6651982379
59,Arkansas,2,3,8,0.6059171598,0.8695474929,0.5515234509,0.5852009961,0.6493506494,0.3591549296,0.3413461538,0.5327380952,0.6724738676,0.6415770609,0.59375,0.5721153846,0.5662650602,0.5833333333,0.6595744681,0.72,0.5164835165,0.5338983051,0.5799812909,0.3924050633,0.352,0.5829145729,0.3832599119
60,Illinois,0,3,9,0.6284023669,0.7904606604,0.5597398151,0.6001422981,0.4935064935,0.3028169014,0.2932692308,0.556547619,0.6794425087,0.6594982079,0.675,0.6586538462,0.5421686747,0.5208333333,0.7163120567,0.6666666667,0.5604395604,0.4152542373,0.4733395697,0.3006329114,0.304,0.3969849246,0.6916299559
61,Boise State,0,3,10,0.749112426,0.7468406033,0.4768914755,0.6940590537,0.5194805195,0.6971830986,0.5576923077,0.5625,0.6968641115,0.6720430108,0.6375,0.3894230769,0.5903614458,0.6111111111,0.7304964539,0.5133333333,0.6703296703,0.3559322034,0.515434986,0.1962025316,0.32,0.3718592965,0.7753303965
62,Arizona St,0,3,11,0.6544378698,0.8206278027,0.4111605615,0.5738171469,0.2467532468,0.338028169,0.3365384615,0.380952381,0.6341463415,0.5304659498,0.4,0.5288461538,0.2951807229,0.2708333333,0.7234042553,0.66,0.6813186813,0.5169491525,0.6866230122,0.6234177215,0.48,0.3065326633,0.577092511
64,VCU,0,3,12,0.8213017751,0.5352629433,0.4532694283,0.7371042334,0.5844155844,0.5492957746,0.3894230769,0.4821428571,0.8083623693,0.6810035842,0.50625,0.4903846154,0.578313253,0.6180555556,0.6879432624,0.6333333333,0.3626373626,0.8220338983,0.7418147802,0.4873417722,0.288,0.7135678392,0.6784140969
65,Iona,0,3,13,0.8284023669,0.3383611904,0.618623759,0.6702241195,0.5584415584,0.661971831,0.5384615385,0.6755952381,0.7317073171,0.7580645161,0.53125,0.6442307692,0.5542168675,0.5625,0.7659574468,0.64,0.8351648352,0.5593220339,0.812909261,0.5126582278,0.656,0.3065326633,0.6431718062
66,GrandCanyon,0,3,14,0.700591716,0.519364044,0.5819924683,0.6051227321,0.5714285714,0.823943662,0.4663461538,0.7142857143,0.5505226481,0.688172043,0.63125,0.6057692308,0.7108433735,0.7430555556,0.7730496454,0.5066666667,0.5714285714,0.186440678,0.31898971,0.3639240506,0.352,0.5577889447,0.6211453744
67,UNC Ash.,0,3,15,0.8284023669,0.2604973502,0.57240671,0.5425115617,0.6623376623,0.8732394366,0.3605769231,0.5535714286,0.6167247387,0.6254480287,0.53125,0.375,0.7469879518,0.7777777778,0.7092198582,0.68,0.3186813187,0.3728813559,0.331150608,0.3987341772,0.248,0.6834170854,0.7841409692
68,Howard,0,3,16,0.6544378698,0.2429677945,0.5874700445,0.4233368908,0.5584415584,0.7816901408,0.4567307692,0.5089285714,0.5226480836,0.5501792115,0.60625,0.7548076923,0.6265060241,0.6458333333,0.475177305,0.8266666667,0.1428571429,0.6186440678,0.3732460243,0.582278481,0.248,0.4623115578,0.5374449339
