Rank,Name,Games Won,Region,Seed,Win %,SoS,Pts / Game,Opp Pts / Game,FG %,3Pt FG %,Free Throw %,Offense Rating,Defense Rating,Adj. Score Margin,Rebound %,Off. Rebound %,Effective FG %,True Shooting %,Opp. True Shoot %,Pace,Turnover %,Opp. Turnover %,Turnover Margin,Assist %,Assists / Turnover,FT / FGA,Opp. FT / FGA
12,Baylor,2,0,3,0.7977272727,0.9646160032,0.4239130435,0.7548828125,0.7085714286,0.5333333333,0.6051282051,0.7103658537,0.6482084691,0.7076350093,0.8896103896,0.95703125,0.6458333333,0.6781609195,0.6583850932,0.2173913043,0.5247524752,0.2704918033,0.2210694334,0.7158671587,0.4360902256,0.4285714286,0.762295082
11,UCLA,2,3,3,0.9,0.7442702051,0.9996603261,0.4650878906,1,0.8466666667,0.6820512821,1,0.5081433225,0.8044692737,0.6233766234,0.515625,1,1,0.5714285714,0.6043478261,0.8910891089,0.1557377049,0.427773344,0.8856088561,1,0.1657142857,0.9262295082
14,Florida,3,0,4,0.7738636364,0.9300361882,0.5947690217,0.685546875,0.5885714286,0.5266666667,0.6358974359,0.6646341463,0.7654723127,0.7467411546,0.5519480519,0.62890625,0.5729166667,0.6436781609,0.6583850932,0.4260869565,0.7722772277,0.5163934426,0.6113328013,0.2767527675,0.3458646617,0.7085714286,0.6475409836
13,Butler,2,3,4,0.7568181818,0.8986731001,0.5414402174,0.6281738281,0.7428571429,0.58,0.6974358974,0.743902439,0.5146579805,0.6517690875,0.5064935065,0.4453125,0.7291666667,0.7873563218,0.3850931677,0.3043478261,0.8910891089,0.4508196721,0.6320830008,0.3800738007,0.5488721805,0.6057142857,0.5778688525
15,W Virginia,2,1,4,0.7818181818,0.8761560113,0.7160326087,0.6811523438,0.6114285714,0.5533333333,0.4102564103,0.7317073171,0.8338762215,0.8268156425,0.6038961039,0.859375,0.5572916667,0.5804597701,0.4782608696,0.4826086957,0.8217821782,1,1,0.6494464945,0.5639097744,0.5542857143,0.4467213115
16,Purdue,2,2,4,0.7977272727,0.8407720145,0.6565896739,0.6398925781,0.7542857143,0.8266666667,0.7794871795,0.743902439,0.67752443,0.7448789572,0.7857142857,0.5859375,0.7864583333,0.8333333333,0.6273291925,0.4217391304,0.6237623762,0.237704918,0.2849162011,0.9446494465,0.6240601504,0.4742857143,0.9713114754
18,Minnesota,0,3,5,0.7238636364,0.8419782871,0.5027173913,0.6137695313,0.5028571429,0.4266666667,0.5435897436,0.5,0.67752443,0.5959031657,0.5,0.54296875,0.421875,0.4827586207,0.7453416149,0.4347826087,0.8316831683,0.262295082,0.4700718276,0.6457564576,0.5338345865,0.64,0.8196721311
19,Notre Dame,1,1,5,0.7420454545,0.8805790109,0.5750679348,0.6176757813,0.6342857143,0.7,1,0.7804878049,0.5016286645,0.6666666667,0.3831168831,0.453125,0.6770833333,0.7413793103,0.5031055901,0.3217391304,1,0.3442622951,0.6400638468,0.667896679,0.8120300752,0.3428571429,0.8319672131
20,Iowa St,1,2,5,0.7011363636,0.9674306393,0.6946331522,0.544921875,0.7142857143,0.8066666667,0.4871794872,0.7408536585,0.5472312704,0.6685288641,0.3181818182,0.38671875,0.75,0.7356321839,0.5341614907,0.447826087,0.9702970297,0.4016393443,0.6959297686,0.5129151292,0.7368421053,0.1428571429,0.8975409836
17,Virginia,1,0,5,0.6897727273,0.9268194612,0.1929347826,0.9333496094,0.6457142857,0.7066666667,0.5333333333,0.6006097561,0.8241042345,0.7411545624,0.6168831169,0.48828125,0.6145833333,0.5977011494,0.652173913,0,0.8613861386,0.5409836066,0.6392657622,0.6162361624,0.6616541353,0.08571428571,0.6639344262
23,Maryland,0,1,6,0.7477272727,0.8206674708,0.4585597826,0.6474609375,0.5828571429,0.5333333333,0.4820512821,0.6067073171,0.5798045603,0.6052141527,0.487012987,0.6015625,0.609375,0.6494252874,0.602484472,0.3391304348,0.603960396,0.3360655738,0.36632083,0.6420664207,0.3984962406,0.6228571429,0.6926229508
21,SMU,0,0,6,0.8954545455,0.6662645758,0.4714673913,0.8442382813,0.72,0.8466666667,0.4717948718,0.8658536585,0.7557003257,0.8640595903,0.8766233766,0.8359375,0.734375,0.7471264368,0.7204968944,0.147826087,0.801980198,0.3442622951,0.4581005587,0.8191881919,0.6917293233,0.4685714286,0.9385245902
22,Cincinnati,1,3,6,0.8681818182,0.7080820265,0.4721467391,0.8117675781,0.6342857143,0.4466666667,0.4153846154,0.7652439024,0.7752442997,0.8137802607,0.6818181818,0.7734375,0.59375,0.591954023,0.701863354,0.2086956522,0.9405940594,0.4590163934,0.6384676776,0.6568265683,0.7218045113,0.3085714286,0.7581967213
24,Creighton,0,2,6,0.7329545455,0.8472054684,0.7286005435,0.5310058594,0.8971428571,0.7866666667,0.3948717949,0.7347560976,0.5667752443,0.6759776536,0.4220779221,0.35546875,0.8854166667,0.8505747126,0.4906832298,0.547826087,0.7128712871,0.4098360656,0.5083798883,0.5830258303,0.5939849624,0.1142857143,0.8196721311
28,Dayton,0,3,7,0.7738636364,0.6590269401,0.5264945652,0.6870117188,0.6742857143,0.7066666667,0.4358974359,0.631097561,0.7198697068,0.7001862197,0.4480519481,0.39453125,0.6875,0.7298850575,0.5527950311,0.3956521739,0.7326732673,0.5737704918,0.6424581006,0.7859778598,0.5639097744,0.7542857143,0.6229508197
26,S Carolina,4,0,7,0.7204545455,0.895858464,0.4341032609,0.7163085938,0.4228571429,0.3933333333,0.4820512821,0.4481707317,0.8338762215,0.6536312849,0.5194805195,0.6953125,0.3697916667,0.4252873563,0.602484472,0.4173913043,0.6831683168,0.7540983607,0.7134876297,0.4022140221,0.3007518797,0.6228571429,0.3278688525
27,Michigan,2,2,7,0.6988636364,0.8962605549,0.4976222826,0.6882324219,0.7771428571,0.7066666667,0.8923076923,0.862804878,0.4657980456,0.696461825,0.3311688312,0.34375,0.8541666667,0.9022988506,0.3850931677,0.152173913,0.9504950495,0.4262295082,0.6584197925,0.4760147601,0.6992481203,0.3714285714,0.8729508197
25,St Mary's,1,1,7,0.8909090909,0.5753920386,0.3957201087,0.9060058594,0.8514285714,0.7666666667,0.7179487179,0.8963414634,0.7687296417,0.8901303538,0.9350649351,0.67578125,0.8958333333,0.908045977,0.7453416149,0.04347826087,0.7128712871,0.1475409836,0.275339186,0.8634686347,0.7218045113,0.2171428571,0.881147541
31,Arkansas,1,3,8,0.7420454545,0.8331322879,0.6430027174,0.505859375,0.6514285714,0.5733333333,0.8,0.6859756098,0.4657980456,0.5884543762,0.4350649351,0.625,0.5625,0.6551724138,0.5279503106,0.4956521739,0.801980198,0.3196721311,0.4940143655,0.3726937269,0.4360902256,0.6914285714,0.5081967213
30,Miami (FL),0,2,8,0.6443181818,0.8721351025,0.2938179348,0.7436523438,0.6,0.5133333333,0.5794871795,0.5518292683,0.6091205212,0.5884543762,0.6623376623,0.69140625,0.5416666667,0.5747126437,0.5714285714,0.1913043478,0.5742574257,0.3442622951,0.324820431,0.2988929889,0.2631578947,0.44,0.7663934426
32,Northwestern,1,1,8,0.6795454545,0.8262967431,0.3627717391,0.7106933594,0.5085714286,0.4266666667,0.7282051282,0.5670731707,0.6188925081,0.6033519553,0.5064935065,0.5859375,0.4739583333,0.5172413793,0.6645962733,0.2739130435,0.8514851485,0.2868852459,0.4900239425,0.7158671587,0.6240601504,0.3314285714,0.643442623
29,Wisconsin,2,0,8,0.7511363636,0.8652995577,0.4076086957,0.7861328125,0.6171428571,0.5333333333,0.2,0.6859756098,0.7166123779,0.7318435754,0.7727272727,0.78125,0.5989583333,0.5632183908,0.5776397516,0.1826086957,0.801980198,0.4508196721,0.5195530726,0.4501845018,0.4887218045,0.2457142857,0.7868852459
36,Virginia Tech,0,0,9,0.6795454545,0.8242862887,0.6355298913,0.4853515625,0.8114285714,0.8266666667,0.6769230769,0.7408536585,0.3615635179,0.5623836127,0.3506493506,0.30078125,0.8489583333,0.9137931034,0.4099378882,0.4130434783,0.6831683168,0.2049180328,0.3495610535,0.6014760148,0.5037593985,0.7542857143,0.8319672131
33,Vanderbilt,0,1,9,0.5386363636,0.9183755529,0.3644701087,0.6455078125,0.4742857143,0.6466666667,0.8820512821,0.5304878049,0.5309446254,0.530726257,0.4675324675,0.3515625,0.5989583333,0.683908046,0.5652173913,0.2956521739,0.603960396,0.1803278689,0.2689545092,0.5719557196,0.3533834586,0.5828571429,0.7581967213
34,Seton Hall,0,3,9,0.6443181818,0.8592681946,0.4368206522,0.5905761719,0.5714285714,0.3933333333,0.1948717949,0.5091463415,0.5407166124,0.5232774674,0.7727272727,0.78125,0.484375,0.4712643678,0.4596273292,0.3782608696,0.5940594059,0.3032786885,0.2745411014,0.2472324723,0.2406015038,0.4171428571,0.5696721311
35,Michigan St,1,2,9,0.5704545455,0.9095295537,0.3899456522,0.6320800781,0.7028571429,0.6266666667,0.3282051282,0.5152439024,0.5537459283,0.5344506518,0.6363636364,0.5234375,0.6979166667,0.683908046,0.5900621118,0.3434782609,0.4356435644,0.1721311475,0.1348762969,0.9446494465,0.4736842105,0.3142857143,0.6024590164
37,OK State,0,2,10,0.6102272727,0.9786891838,0.8600543478,0.3937988281,0.6857142857,0.82,0.9435897436,0.9024390244,0.3094462541,0.6312849162,0.6558441558,0.875,0.6927083333,0.7988505747,0.1801242236,0.5391304348,0.7227722772,0.5,0.5283320032,0.4095940959,0.4135338346,0.76,0.3032786885
38,Wichita St,1,3,10,0.9,0.6063530358,0.7004076087,0.7858886719,0.6971428571,0.8266666667,0.6564102564,0.868902439,0.8957654723,0.9459962756,0.8636363636,0.72265625,0.7135416667,0.775862069,0.7701863354,0.3956521739,0.8415841584,0.4426229508,0.5674381484,0.7158671587,0.6466165414,0.7142857143,0.6147540984
40,VCU,0,1,10,0.7659090909,0.6389223965,0.4877717391,0.6748046875,0.6514285714,0.3466666667,0.5128205128,0.5670731707,0.7100977199,0.6554934823,0.5844155844,0.60546875,0.5416666667,0.5747126437,0.5403726708,0.3782608696,0.702970297,0.5491803279,0.568236233,0.5867158672,0.4736842105,0.5028571429,0.4672131148
39,Marquette,0,0,10,0.5965909091,0.8331322879,0.7418478261,0.4643554688,0.8,1,0.9025641026,0.8231707317,0.3745928339,0.6201117318,0.4415584416,0.44140625,0.8854166667,0.9367816092,0.3167701863,0.4695652174,0.6831683168,0.3442622951,0.4405426975,0.6420664207,0.5639097744,0.4171428571,0.6147540984
46,Kansas St,0,3,11,0.6034090909,0.9087253719,0.3977581522,0.6545410156,0.6514285714,0.5533333333,0.4564102564,0.5548780488,0.5667752443,0.5661080074,0.4155844156,0.5390625,0.6302083333,0.6666666667,0.4409937888,0.3130434783,0.5544554455,0.5983606557,0.5498802873,0.7490774908,0.4285714286,0.6685714286,0.6352459016
41,Xavier,3,1,11,0.6397727273,0.9501407318,0.4840353261,0.5673828125,0.6285714286,0.4333333333,0.4307692308,0.6341463415,0.4299674267,0.5363128492,0.7532467532,0.73046875,0.5885416667,0.6264367816,0.3602484472,0.347826087,0.6633663366,0.3032786885,0.3351955307,0.6383763838,0.4436090226,0.6514285714,0.6803278689
45,USC,1,0,11,0.7420454545,0.7446722959,0.6059782609,0.5234375,0.6228571429,0.5533333333,0.6974358974,0.7012195122,0.4397394137,0.582867784,0.487012987,0.59375,0.6041666667,0.6666666667,0.4782608696,0.4260869565,0.8613861386,0.2868852459,0.5051875499,0.6162361624,0.6015037594,0.5942857143,0.9303278689
44,Rhode Island,1,2,11,0.7329545455,0.6731001206,0.4500679348,0.7131347656,0.6114285714,0.3533333333,0.3230769231,0.6280487805,0.67752443,0.6741154562,0.5844155844,0.66796875,0.5260416667,0.5402298851,0.6273291925,0.3086956522,0.8316831683,0.4098360656,0.5450917797,0.4169741697,0.4661654135,0.5314285714,0.3278688525
47,Nevada,0,2,12,0.8306818182,0.5689585846,0.6586277174,0.5681152344,0.5771428571,0.6866666667,0.5128205128,0.7256097561,0.5602605863,0.6666666667,0.6233766234,0.5703125,0.6197916667,0.6724137931,0.5714285714,0.4608695652,0.8910891089,0.1803278689,0.4102154828,0.7453874539,0.6541353383,0.6971428571,0.8360655738
49,UNC Wil.,0,0,12,0.8636363636,0.4652191395,0.8284646739,0.4787597656,0.76,0.58,0.441025641,0.9115853659,0.4234527687,0.7020484171,0.5714285714,0.66796875,0.7760416667,0.7701149425,0.2608695652,0.4869565217,0.9900990099,0.4918032787,0.7071029529,0.479704797,0.7293233083,0.2857142857,0.4754098361
48,Middle Tenn,1,3,12,0.9,0.4680337756,0.4938858696,0.75,0.8057142857,0.5866666667,0.4820512821,0.737804878,0.7035830619,0.7560521415,0.7207792208,0.5859375,0.7135416667,0.7068965517,0.5279503106,0.2652173913,0.8712871287,0.4836065574,0.6113328013,0.5424354244,0.6766917293,0.2457142857,0.5491803279
50,Princeton,0,1,12,0.7931818182,0.413349417,0.3821331522,0.8093261719,0.5885714286,0.66,0.6820512821,0.6493902439,0.7654723127,0.7374301676,0.4675324675,0.33984375,0.6822916667,0.6781609195,0.5776397516,0.2130434783,0.8811881188,0.5,0.6408619314,0.5719557196,0.6390977444,0.05714285714,0.737704918
52,E Tenn St,0,0,13,0.7977272727,0.4024929634,0.6491168478,0.6083984375,0.8057142857,0.6866666667,0.4974358974,0.6707317073,0.67752443,0.7001862197,0.6688311688,0.609375,0.7760416667,0.8218390805,0.4720496894,0.4826086957,0.4356435644,0.606557377,0.4517158819,0.520295203,0.3082706767,0.7714285714,0.5368852459
54,Winthrop,0,3,13,0.8170454545,0.2412545235,0.640625,0.5913085938,0.6171428571,0.6266666667,0.5743589744,0.612804878,0.6905537459,0.6722532588,0.487012987,0.4453125,0.671875,0.7126436782,0.6273291925,0.4869565217,0.6633663366,0.4016393443,0.4628890662,0.2878228782,0.3007518797,0.5542857143,0.643442623
51,Bucknell,0,1,13,0.7659090909,0.3876156011,0.5394021739,0.6516113281,0.76,0.6666666667,0.3897435897,0.6006097561,0.6938110749,0.6666666667,0.5064935065,0.4296875,0.765625,0.7701149425,0.5900621118,0.452173913,0.5544554455,0.4508196721,0.4333599362,0.5313653137,0.3834586466,0.48,0.7418032787
53,Vermont,0,2,13,0.8636363636,0.3558504222,0.4442934783,0.7927246094,0.84,0.6,0.4871794872,0.737804878,0.7296416938,0.7709497207,0.6493506494,0.5703125,0.7708333333,0.7816091954,0.6149068323,0.2217391304,0.7326732673,0.4590163934,0.5243415802,0.3985239852,0.4736842105,0.4,0.8852459016
55,New Mex St,0,0,14,0.8579545455,0.3337354242,0.6243206522,0.650390625,0.6857142857,0.3866666667,0.5487179487,0.7286585366,0.674267101,0.7337057728,0.7532467532,0.8203125,0.6510416667,0.7126436782,0.6273291925,0.4217391304,0.5841584158,0.4180327869,0.3878691141,0.5756457565,0.3834586466,0.7885714286,0.6639344262
58,Iona,0,2,14,0.6363636364,0.388017692,0.6790081522,0.4333496094,0.6114285714,0.7866666667,0.8358974359,0.6646341463,0.4006514658,0.5381750466,0.3506493506,0.44140625,0.6666666667,0.7183908046,0.4472049689,0.5217391304,0.7722772277,0.2950819672,0.4764565044,0.5756457565,0.5338345865,0.3942857143,0.6844262295
57,Kent State,0,3,14,0.6159090909,0.4217933253,0.5645380435,0.5268554688,0.4628571429,0.2733333333,0.5846153846,0.5731707317,0.5211726384,0.5512104283,0.7272727273,0.8984375,0.40625,0.4425287356,0.4596273292,0.452173913,0.7425742574,0.4098360656,0.4676775738,0.2140221402,0.2932330827,0.3828571429,0.6762295082
56,FGCU,0,1,14,0.7909090909,0.3498190591,0.6474184783,0.6174316406,0.8685714286,0.4533333333,0.4974358974,0.7804878049,0.5895765472,0.7169459963,0.7207792208,0.7109375,0.7708333333,0.775862069,0.5403726708,0.3913043478,0.702970297,0.3606557377,0.4325618516,0.4649446494,0.5037593985,0.3542857143,0.6598360656
60,Troy,0,0,15,0.5977272727,0.3522316043,0.6012228261,0.5493164063,0.6228571429,0.5333333333,0.6153846154,0.6920731707,0.4885993485,0.6052141527,0.5844155844,0.62109375,0.6354166667,0.6954022989,0.4596273292,0.4260869565,0.702970297,0.3032786885,0.3878691141,0.3542435424,0.3533834586,0.6628571429,0.6844262295
62,North Dakota,0,1,15,0.7034090909,0.268194612,0.6854619565,0.5107421875,0.7771428571,0.74,0.5538461538,0.6280487805,0.5830618893,0.6201117318,0.5,0.43359375,0.7083333333,0.7413793103,0.4223602484,0.547826087,0.6633663366,0.5,0.5355147646,0.4760147601,0.4360902256,0.52,0.5450819672
59,N Kentucky,0,3,15,0.7011363636,0.3731403297,0.5295516304,0.5603027344,0.6228571429,0.4666666667,0.3846153846,0.5823170732,0.5276872964,0.5605214153,0.6688311688,0.625,0.640625,0.6494252874,0.4844720497,0.4565217391,0.5940594059,0.2786885246,0.2920989625,0.4686346863,0.3458646617,0.4457142857,0.762295082
61,Jacksonville St,0,2,15,0.5704545455,0.3570566948,0.3111413043,0.650390625,0.64,0.6533333333,0.558974359,0.5335365854,0.4592833876,0.4916201117,0.6428571429,0.6171875,0.6354166667,0.6609195402,0.4968944099,0.2173913043,0.4356435644,0.2131147541,0.1667996808,0.6568265683,0.3383458647,0.4457142857,0.631147541
63,Texas So.,0,3,16,0.6681818182,0.1733011661,0.4656929348,0.5344238281,0.4742857143,0.1133333333,0.6666666667,0.5274390244,0.4527687296,0.4841713222,0.3636363636,0.62109375,0.390625,0.5057471264,0.5093167702,0.4086956522,0.801980198,0.368852459,0.5363128492,0.2767527675,0.3157894737,0.8971428571,0.7295081967
64,S Dakota St,0,1,16,0.5056818182,0.4607961399,0.5529891304,0.427734375,0.6171428571,0.54,0.8512820513,0.6524390244,0.2345276873,0.4357541899,0.512987013,0.45703125,0.6822916667,0.7873563218,0.2670807453,0.3869565217,0.5940594059,0.2049180328,0.2649640862,0.4575645756,0.3233082707,0.8114285714,0.8647540984
65,UC Davis,0,2,16,0.6477272727,0.2991556092,0.3315217391,0.6096191406,0.5028571429,0.46,0.3538461538,0.3262195122,0.6286644951,0.4618249534,0.5194805195,0.515625,0.4375,0.4712643678,0.5093167702,0.4304347826,0.4752475248,0.4508196721,0.3631284916,0.4833948339,0.2406015038,0.6228571429,0.7008196721
68,Mt St Mary's,0,0,16,0.5534090909,0.3462002413,0.2567934783,0.6313476563,0.5542857143,0.5266666667,0.3487179487,0.3323170732,0.5602605863,0.426443203,0.1103896104,0.28515625,0.5416666667,0.5287356322,0.4906832298,0.352173913,0.5247524752,0.5491803279,0.522745411,0.2324723247,0.2030075188,0.28,0.7540983607
